+++++++2025-05-20 13:14:30,303 - uvicorn.error - INFO - Started server process [108743]
2025-05-20 17:33:48,370 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:33:48,371 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:33:48,371 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:33:48,373 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:33:48,457 - uvicorn.error - INFO - Started server process [233967]
2025-05-20 17:33:48,457 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:33:48,472 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:34:28,488 - uvicorn.error - INFO - Shutting down
2025-05-20 17:34:28,589 - uvicorn.error - INFO - Waiting for application shutdown.
2025-05-20 17:34:28,590 - uvicorn.error - INFO - Application shutdown complete.
2025-05-20 17:34:28,591 - uvicorn.error - INFO - Finished server process [233967]
2025-05-20 17:34:29,141 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:34:29,143 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:34:29,143 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:34:29,146 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:34:29,244 - uvicorn.error - INFO - Started server process [234501]
2025-05-20 17:34:29,245 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:34:29,261 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:39:34,904 - uvicorn.error - INFO - Shutting down
2025-05-20 17:39:35,005 - uvicorn.error - INFO - Waiting for application shutdown.
2025-05-20 17:39:35,006 - uvicorn.error - INFO - Application shutdown complete.
2025-05-20 17:39:35,006 - uvicorn.error - INFO - Finished server process [234501]
2025-05-20 17:40:31,575 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:40:31,576 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:40:31,576 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:40:31,578 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:40:31,657 - uvicorn.error - INFO - Started server process [240298]
2025-05-20 17:40:31,658 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:40:31,673 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:48:54,587 - python_multipart.multipart - DEBUG - Calling on_field_start with no data
2025-05-20 17:48:54,588 - python_multipart.multipart - DEBUG - Calling on_field_name with data[0:8]
2025-05-20 17:48:54,589 - python_multipart.multipart - DEBUG - Calling on_field_data with data[9:15]
2025-05-20 17:48:54,589 - python_multipart.multipart - DEBUG - Calling on_field_end with no data
2025-05-20 17:48:54,590 - python_multipart.multipart - DEBUG - Calling on_field_start with no data
2025-05-20 17:48:54,590 - python_multipart.multipart - DEBUG - Calling on_field_name with data[16:24]
2025-05-20 17:48:54,590 - python_multipart.multipart - DEBUG - Calling on_field_data with data[25:33]
2025-05-20 17:48:54,591 - python_multipart.multipart - DEBUG - Calling on_field_end with no data
2025-05-20 17:48:54,591 - python_multipart.multipart - DEBUG - Calling on_field_start with no data
2025-05-20 17:48:54,591 - python_multipart.multipart - DEBUG - Calling on_field_name with data[34:44]
2025-05-20 17:48:54,592 - python_multipart.multipart - DEBUG - Calling on_field_data with data[45:53]
2025-05-20 17:48:54,592 - python_multipart.multipart - DEBUG - Calling on_field_end with no data
2025-05-20 17:48:54,592 - python_multipart.multipart - DEBUG - Calling on_end with no data
2025-05-20 17:48:54,602 - passlib.handlers.bcrypt - WARNING - (trapped) error reading bcrypt version
Traceback (most recent call last):
  File "/home/radekzitek/Code/fshub-online/aiph-lambda/.venv/lib/python3.12/site-packages/passlib/handlers/bcrypt.py", line 620, in _load_backend_mixin
    version = _bcrypt.__about__.__version__
              ^^^^^^^^^^^^^^^^^
AttributeError: module 'bcrypt' has no attribute '__about__'
2025-05-20 17:48:54,604 - passlib.handlers.bcrypt - DEBUG - detected 'bcrypt' backend, version '<unknown>'
2025-05-20 17:48:54,604 - passlib.handlers.bcrypt - DEBUG - 'bcrypt' backend lacks $2$ support, enabling workaround
2025-05-20 17:48:54,802 - uvicorn.access - INFO - 127.0.0.1:36476 - "POST /api/v1/oauth/token HTTP/1.1" 200
2025-05-20 17:49:11,819 - uvicorn.access - INFO - 127.0.0.1:33794 - "GET /api/v1/docs HTTP/1.1" 200
2025-05-20 17:49:11,914 - uvicorn.access - INFO - 127.0.0.1:33794 - "GET /api/v1/openapi.json HTTP/1.1" 200
2025-05-20 17:50:14,536 - uvicorn.error - INFO - Shutting down
2025-05-20 17:50:14,637 - uvicorn.error - INFO - Waiting for application shutdown.
2025-05-20 17:50:14,640 - uvicorn.error - INFO - Application shutdown complete.
2025-05-20 17:50:14,641 - uvicorn.error - INFO - Finished server process [240298]
2025-05-20 17:50:15,208 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:50:15,209 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:50:15,209 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:50:15,211 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:50:15,300 - uvicorn.error - INFO - Started server process [249006]
2025-05-20 17:50:15,301 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:50:15,316 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:51:08,480 - uvicorn.error - INFO - Shutting down
2025-05-20 17:51:08,582 - uvicorn.error - INFO - Waiting for application shutdown.
2025-05-20 17:51:08,583 - uvicorn.error - INFO - Application shutdown complete.
2025-05-20 17:51:08,584 - uvicorn.error - INFO - Finished server process [249006]
2025-05-20 17:51:09,144 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:51:09,145 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:51:09,145 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:51:09,147 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:51:09,232 - uvicorn.error - INFO - Started server process [249679]
2025-05-20 17:51:09,232 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:51:09,251 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:51:35,940 - uvicorn.error - INFO - Shutting down
2025-05-20 17:51:36,041 - uvicorn.error - INFO - Waiting for application shutdown.
2025-05-20 17:51:36,044 - uvicorn.error - INFO - Application shutdown complete.
2025-05-20 17:51:36,044 - uvicorn.error - INFO - Finished server process [249679]
2025-05-20 17:51:36,620 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:51:36,621 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:51:36,621 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:51:36,623 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:51:36,706 - uvicorn.error - INFO - Started server process [250055]
2025-05-20 17:51:36,707 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:51:36,722 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:52:01,405 - uvicorn.error - INFO - Shutting down
2025-05-20 17:52:01,507 - uvicorn.error - INFO - Waiting for application shutdown.
2025-05-20 17:52:01,510 - uvicorn.error - INFO - Application shutdown complete.
2025-05-20 17:52:01,511 - uvicorn.error - INFO - Finished server process [250055]
2025-05-20 17:52:02,087 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:02,088 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:02,088 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:02,091 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:52:13,758 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:13,759 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:13,760 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:13,762 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:52:18,831 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:18,832 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:18,832 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:18,835 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:52:29,312 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:29,313 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:29,314 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:29,316 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:52:30,808 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:30,809 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:30,809 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:30,812 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:52:43,534 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:43,535 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:43,535 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:43,537 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:52:58,327 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:52:58,328 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:52:58,329 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:52:58,331 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:53:04,432 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:53:04,433 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:53:04,434 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:53:04,436 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:53:06,946 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:53:06,947 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:53:06,948 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:53:06,950 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:53:14,076 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:53:14,077 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:53:14,078 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:53:14,080 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:53:15,856 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:53:15,857 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:53:15,858 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:53:15,860 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:53:20,947 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:53:20,948 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:53:20,948 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:53:20,950 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:56:11,729 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:56:11,730 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:56:11,730 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:56:11,732 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:56:27,325 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:56:27,326 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:56:27,326 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:56:27,328 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:57:08,673 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:57:08,674 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:57:08,675 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:57:08,677 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:58:24,240 - passlib.utils.compat - DEBUG - loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2025-05-20 17:58:24,241 - passlib.utils.compat - DEBUG - loaded lazy attr 'NativeStringIO': <class '_io.StringIO'>
2025-05-20 17:58:24,242 - passlib.utils.compat - DEBUG - loaded lazy attr 'BytesIO': <class '_io.BytesIO'>
2025-05-20 17:58:24,244 - passlib.registry - DEBUG - registered 'bcrypt' handler: <class 'passlib.handlers.bcrypt.bcrypt'>
2025-05-20 17:58:24,322 - uvicorn.error - INFO - Started server process [256184]
2025-05-20 17:58:24,322 - uvicorn.error - INFO - Waiting for application startup.
2025-05-20 17:58:24,337 - uvicorn.error - INFO - Application startup complete.
2025-05-20 17:58:33,489 - uvicorn.access - INFO - 127.0.0.1:34120 - "GET /api/v1/docs HTTP/1.1" 200
2025-05-20 17:58:33,540 - uvicorn.access - INFO - 127.0.0.1:34120 - "GET /api/v1/openapi.json HTTP/1.1" 200
2025-05-20 17:58:45,824 - uvicorn.access - INFO - 127.0.0.1:34130 - "GET /api/v1/docs HTTP/1.1" 200
2025-05-20 17:58:45,870 - uvicorn.access - INFO - 127.0.0.1:34130 - "GET /api/v1/openapi.json HTTP/1.1" 200
2025-05-20 17:58:50,860 - python_multipart.multipart - DEBUG - Calling on_field_start with no data
2025-05-20 17:58:50,862 - python_multipart.multipart - DEBUG - Calling on_field_name with data[0:8]
2025-05-20 17:58:50,863 - python_multipart.multipart - DEBUG - Calling on_field_data with data[9:15]
2025-05-20 17:58:50,863 - python_multipart.multipart - DEBUG - Calling on_field_end with no data
2025-05-20 17:58:50,864 - python_multipart.multipart - DEBUG - Calling on_field_start with no data
2025-05-20 17:58:50,864 - python_multipart.multipart - DEBUG - Calling on_field_name with data[16:24]
2025-05-20 17:58:50,865 - python_multipart.multipart - DEBUG - Calling on_field_data with data[25:33]
2025-05-20 17:58:50,865 - python_multipart.multipart - DEBUG - Calling on_field_end with no data
